Use,RND,Rating2.0,ACS,K:D,ADR,KAST,KPR,APR,FKPR,FDPR,K,D,A,FK,FD,Agent,Player
(3) 1%,66,1.02,218.7,1.12,143.7,67%,0.85,0.18,0.18,0.12,56,50,12,12,8,reyna,flickless
(3) 1%,63,0.79,157.0,0.79,109.4,60%,0.6,0.13,0.06,0.08,38,48,8,4,5,gekko,flickless
(3) 1%,58,1.33,255.3,1.36,165.2,78%,0.91,0.4,0.03,0.07,53,39,23,2,4,fade,flickless
(2) 1%,40,1.26,227.5,1.37,143.7,73%,0.93,0.33,0.15,0.03,37,27,13,6,1,omen,flickless
(2) 1%,33,0.8,156.0,0.78,108.5,67%,0.55,0.36,0.03,0.12,18,23,12,1,4,harbor,flickless
(1) 0%,21,0.71,165.0,0.71,115.9,71%,0.57,0.33,0.05,0.0,12,17,7,1,0,tejo,flickless
(1) 0%,19,1.18,232.0,1.07,144.0,63%,0.84,0.21,0.11,0.05,16,15,4,2,1,astra,flickless
(1) 0%,19,0.71,172.0,0.56,124.2,68%,0.47,0.58,0.05,0.21,9,16,11,1,4,brimstone,flickless
(121) 41%,2539,1.17,249.2,1.25,162.7,72%,0.89,0.15,0.21,0.15,2269,1816,392,534,370,jett,ara
(78) 27%,1649,1.12,246.8,1.12,163.4,72%,0.84,0.19,0.18,0.15,1390,1243,311,292,252,raze,ara
(38) 13%,753,1.04,220.3,1.1,139.0,71%,0.8,0.16,0.19,0.14,604,547,124,140,106,neon,ara
(15) 5%,299,1.26,228.5,1.34,146.0,80%,0.83,0.46,0.1,0.06,249,186,139,29,17,skye,ara
(14) 5%,284,0.95,197.2,0.95,126.1,67%,0.7,0.2,0.14,0.13,200,210,58,40,38,yoru,ara
(11) 4%,220,1.14,237.5,1.09,153.3,72%,0.81,0.25,0.1,0.1,178,163,56,22,22,phoenix,ara
(8) 3%,154,1.2,234.8,1.19,160.3,70%,0.87,0.16,0.1,0.12,134,113,25,16,18,chamber,ara
(4) 1%,75,1.37,261.3,1.59,165.2,79%,0.97,0.47,0.15,0.12,73,46,35,11,9,sage,ara
(3) 1%,61,1.33,282.7,1.24,179.4,84%,0.92,0.49,0.07,0.1,56,45,30,4,6,kayo,ara
(2) 1%,35,1.29,242.0,1.28,155.1,66%,0.91,0.23,0.09,0.11,32,25,8,3,4,reyna,ara
(4) 67%,76,0.57,100.8,0.53,65.6,67%,0.36,0.47,0.0,0.12,27,51,36,0,9,breach,simoz
(2) 33%,44,0.36,70.0,0.18,51.2,50%,0.14,0.43,0.0,0.07,6,34,19,0,3,kayo,simoz
(212) 39%,4435,1.07,208.1,1.1,137.3,74%,0.73,0.28,0.07,0.07,3224,2924,1258,261,259,sova,nobody
(89) 16%,1922,0.98,199.1,1.03,130.7,73%,0.71,0.34,0.09,0.09,1361,1325,659,110,105,skye,nobody
(78) 14%,1678,1.09,198.8,1.1,132.9,74%,0.72,0.3,0.07,0.07,1202,1090,496,97,103,fade,nobody
(28) 5%,607,0.9,180.3,0.91,121.3,70%,0.64,0.23,0.09,0.09,386,424,138,44,45,tejo,nobody
(27) 5%,535,0.9,197.9,1.05,120.5,65%,0.7,0.19,0.09,0.09,372,354,102,46,49,cypher,nobody
(26) 5%,527,1.1,193.4,1.19,127.4,79%,0.7,0.35,0.05,0.05,368,310,187,28,25,breach,nobody
(17) 3%,361,0.9,181.8,0.97,112.9,76%,0.65,0.23,0.08,0.11,236,243,84,17,23,gekko,nobody
(17) 3%,347,0.78,204.8,0.96,136.8,75%,0.71,0.27,0.08,0.13,246,255,95,23,36,omen,nobody
(11) 2%,242,,222.2,1.09,163.5,,0.78,0.17,0.11,0.12,189,174,41,14,15,phoenix,nobody
(10) 2%,208,0.84,168.7,0.77,124.6,51%,0.55,0.28,0.03,0.17,115,150,58,1,6,viper,nobody
(9) 2%,207,1.14,238.0,1.21,155.1,73%,0.8,0.3,0.08,0.06,166,137,62,15,10,brimstone,nobody
(8) 1%,174,0.61,174.1,0.73,108.6,67%,0.59,0.2,0.09,0.21,102,139,34,10,22,yoru,nobody
(5) 1%,114,1.02,201.4,1.05,122.0,71%,0.72,0.41,0.11,0.09,82,78,47,12,10,kayo,nobody
(1) 0%,24,,267.0,1.16,,,0.92,0.29,,,22,19,7,0,0,vyse,nobody
(1) 0%,22,,191.0,0.82,,,0.64,0.23,,,14,17,5,0,0,jett,nobody
(1) 0%,21,,110.0,0.37,,,0.33,0.14,,,7,19,3,0,0,chamber,nobody
(1) 0%,20,,220.0,0.94,,,0.75,0.25,,,15,16,5,0,0,deadlock,nobody
(1) 0%,19,,184.0,0.63,127.7,,0.53,0.53,0.0,0.16,10,16,10,0,3,raze,nobody
(1) 0%,19,,295.0,1.69,,,1.16,0.11,,,22,13,2,0,0,clove,nobody
(1) 0%,19,,115.0,0.41,,,0.37,0.26,,,7,17,5,0,0,sage,nobody
(1) 0%,18,,362.0,1.38,,,1.22,0.28,,,22,16,5,0,0,reyna,nobody
(249) 43%,5248,1.18,276.0,1.3,165.2,71%,0.98,0.17,0.24,0.17,5122,3925,868,1064,750,jett,zmjjkk
(111) 19%,2357,1.08,264.6,1.18,162.8,70%,0.91,0.2,0.2,0.17,2141,1811,480,307,269,raze,zmjjkk
(95) 17%,1935,1.23,270.8,1.41,167.7,73%,0.97,0.13,0.21,0.11,1871,1326,245,372,197,chamber,zmjjkk
(64) 11%,1354,1.12,263.0,1.22,163.6,73%,0.92,0.24,0.23,0.21,1244,1020,325,219,188,neon,zmjjkk
(22) 4%,498,0.91,213.3,0.98,131.2,65%,0.74,0.22,0.18,0.19,370,377,111,91,94,yoru,zmjjkk
(6) 1%,125,1.21,256.2,1.4,156.0,68%,0.92,0.18,0.19,0.1,115,82,23,24,12,gekko,zmjjkk
(5) 1%,115,1.21,275.6,1.22,182.7,75%,0.98,0.21,0.11,0.12,113,93,24,10,11,iso,zmjjkk
(5) 1%,104,1.12,228.2,1.03,144.5,77%,0.73,0.61,0.14,0.0,76,74,63,3,0,kayo,zmjjkk
(4) 1%,93,,209.3,1.13,,,0.77,0.4,0.13,0.17,72,64,37,3,4,omen,zmjjkk
(3) 1%,64,1.52,288.0,1.35,201.5,74%,1.02,0.2,0.3,0.26,65,48,13,7,6,waylay,zmjjkk
(2) 0%,50,1.37,289.5,1.44,185.8,75%,1.04,0.26,0.29,0.04,52,36,13,7,1,reyna,zmjjkk
(2) 0%,42,,153.5,0.74,,,0.6,0.12,,,25,34,5,0,0,cypher,zmjjkk
(1) 0%,24,,121.0,0.61,,,0.46,0.21,,,11,18,5,0,0,astra,zmjjkk
(1) 0%,24,,203.0,0.85,,,0.71,0.25,,,17,20,6,0,0,sova,zmjjkk
(1) 0%,22,,157.0,0.81,,,0.59,0.14,,,13,16,3,0,0,killjoy,zmjjkk
(1) 0%,22,,244.0,0.9,,,0.82,0.14,,,18,20,3,0,0,clove,zmjjkk
(1) 0%,21,,243.0,1.0,,,0.81,0.33,,,17,17,7,0,0,breach,zmjjkk
(1) 0%,20,,161.0,0.56,,,0.45,0.3,,,9,16,6,0,0,sage,zmjjkk
(1) 0%,18,,231.0,1.23,,,0.89,0.22,,,16,13,4,0,0,phoenix,zmjjkk
(123) 24%,2674,1.07,199.8,1.14,132.0,74%,0.71,0.29,0.07,0.06,1910,1681,769,124,106,viper,chichoo
(117) 23%,2418,1.07,202.1,1.12,138.2,72%,0.72,0.17,0.07,0.07,1748,1567,418,134,125,killjoy,chichoo
(91) 18%,1909,1.06,191.2,1.09,126.3,73%,0.69,0.23,0.07,0.07,1309,1199,430,87,87,cypher,chichoo
(59) 11%,1213,1.11,200.6,1.16,128.0,77%,0.72,0.37,0.07,0.06,876,754,449,75,62,omen,chichoo
(28) 5%,608,1.11,202.4,1.09,146.9,72%,0.75,0.25,0.09,0.07,458,422,152,36,30,vyse,chichoo
(28) 5%,567,1.16,201.5,1.13,132.5,81%,0.71,0.5,0.06,0.06,401,354,284,28,32,brimstone,chichoo
(26) 5%,538,1.13,202.9,1.24,131.4,76%,0.74,0.4,0.08,0.07,396,319,215,42,39,sage,chichoo
(20) 4%,459,1.02,192.3,0.99,124.6,74%,0.68,0.37,0.06,0.06,313,315,168,18,18,astra,chichoo
(6) 1%,131,1.21,237.5,1.31,158.9,74%,0.88,0.24,0.14,0.08,115,88,31,16,9,reyna,chichoo
(3) 1%,68,0.79,206.0,1.02,105.8,70%,0.71,0.31,0.04,0.0,48,47,21,2,0,kayo,chichoo
(3) 1%,67,,200.0,0.74,,,0.67,0.3,,,45,61,20,0,0,clove,chichoo
(3) 1%,62,1.05,198.0,1.0,132.7,73%,0.74,0.23,0.08,0.06,46,46,14,5,4,harbor,chichoo
(2) 0%,46,,203.5,1.03,,,0.76,0.2,,,35,34,9,0,0,phoenix,chichoo
(2) 0%,40,,160.5,1.04,,,0.63,0.45,,,25,24,18,0,0,breach,chichoo
(1) 0%,28,,202.0,0.87,,,0.71,0.18,,,20,23,5,0,0,jett,chichoo
(1) 0%,24,,163.0,0.54,,,0.54,0.21,,,13,24,5,0,0,raze,chichoo
(1) 0%,23,,162.0,0.81,,,0.57,0.09,,,13,16,2,0,0,iso,chichoo
(1) 0%,22,,230.0,1.38,,,0.82,0.41,,,18,13,9,0,0,sova,chichoo
(1) 0%,19,0.63,114.0,0.57,74.5,63%,0.42,0.0,0.05,0.16,8,14,0,1,3,chamber,chichoo
(1) 0%,18,0.93,168.0,1.1,111.2,83%,0.61,0.5,0.0,0.11,11,10,9,0,2,skye,chichoo
(124) 25%,2676,1.18,249.9,1.29,157.3,73%,0.89,0.16,0.17,0.14,2392,1849,425,436,347,jett,smoggy
(87) 17%,1813,1.06,206.0,1.13,124.1,75%,0.74,0.39,0.06,0.05,1338,1181,716,80,59,omen,smoggy
(39) 8%,858,1.07,208.0,1.13,139.6,73%,0.75,0.14,0.07,0.08,646,571,121,56,64,killjoy,smoggy
(38) 8%,809,1.12,227.6,1.17,152.5,76%,0.82,0.18,0.13,0.09,664,566,145,68,50,raze,smoggy
(35) 7%,744,1.19,202.3,1.16,142.6,80%,0.73,0.44,0.08,0.06,540,465,326,36,29,brimstone,smoggy
(35) 7%,733,1.09,188.6,1.13,121.7,76%,0.7,0.4,0.05,0.06,511,452,293,24,27,breach,smoggy
(33) 7%,679,1.0,186.1,1.02,121.9,71%,0.69,0.29,0.06,0.05,467,459,196,31,28,fade,smoggy
(19) 4%,410,0.98,201.2,1.08,122.4,66%,0.72,0.26,0.06,0.11,294,272,105,13,25,viper,smoggy
(18) 4%,375,1.06,195.3,0.97,126.5,74%,0.67,0.49,0.07,0.05,251,259,185,20,14,kayo,smoggy
(13) 3%,271,0.95,190.5,1.13,104.8,73%,0.72,0.24,0.04,0.06,194,171,64,2,3,gekko,smoggy
(11) 2%,231,1.28,251.1,1.27,170.7,77%,0.92,0.33,0.1,0.07,212,167,76,14,10,clove,smoggy
(10) 2%,219,1.21,199.2,1.12,134.2,71%,0.79,0.48,0.1,0.05,174,156,106,13,6,astra,smoggy
(9) 2%,196,1.04,199.2,1.14,135.0,79%,0.69,0.26,0.05,0.04,136,119,51,10,7,sova,smoggy
(7) 1%,146,0.96,197.0,1.03,126.1,78%,0.71,0.27,0.07,0.11,103,100,39,9,13,sage,smoggy
(6) 1%,132,1.3,265.8,1.33,168.4,67%,0.97,0.14,0.19,0.09,128,96,18,21,10,reyna,smoggy
(5) 1%,116,1.35,155.6,1.06,183.8,58%,0.72,0.12,0.13,0.13,84,79,14,9,9,chamber,smoggy
(4) 1%,92,0.79,160.5,0.68,120.9,70%,0.54,0.28,0.04,0.04,50,74,26,1,1,harbor,smoggy
(3) 1%,71,0.9,168.3,0.87,112.6,70%,0.56,0.27,0.09,0.06,40,46,19,4,3,deadlock,smoggy
(3) 1%,63,,225.3,1.15,,,0.75,0.44,,,47,41,28,0,0,skye,smoggy
(2) 0%,51,,216.0,1.21,,,0.8,0.16,,,41,34,8,0,0,yoru,smoggy
(2) 0%,44,,190.0,1.35,,,0.7,0.14,,,31,23,6,0,0,phoenix,smoggy
(12) 24%,262,0.93,182.8,0.89,121.9,76%,0.63,0.45,0.07,0.05,166,187,117,11,7,breach,jieni7
(10) 20%,197,0.94,179.8,0.83,115.9,73%,0.68,0.55,0.1,0.06,133,161,108,15,9,kayo,jieni7
(9) 18%,200,0.84,201.1,0.9,123.5,71%,0.7,0.21,0.14,0.16,140,156,42,28,31,neon,jieni7
(8) 16%,175,1.01,191.3,0.95,118.7,73%,0.67,0.39,0.07,0.07,118,124,68,12,12,omen,jieni7
(3) 6%,73,1.13,255.0,1.22,168.0,68%,0.85,0.12,0.18,0.12,62,51,9,13,9,raze,jieni7
(2) 4%,47,0.63,174.5,0.6,116.8,64%,0.55,0.36,0.13,0.13,26,43,17,6,6,yoru,jieni7
(2) 4%,43,1.04,202.0,1.1,126.3,67%,0.77,0.21,0.12,0.09,33,30,9,5,4,deadlock,jieni7
(2) 4%,37,,262.5,1.1,,,0.89,0.27,,,33,30,10,0,0,jett,jieni7
(1) 2%,28,0.85,180.0,0.86,118.7,61%,0.64,0.14,0.07,0.07,18,21,4,2,2,tejo,jieni7
(1) 2%,19,0.71,185.0,0.69,112.2,58%,0.58,0.05,0.16,0.05,11,16,1,3,1,waylay,jieni7
(73) 16%,1539,0.9,174.7,0.88,108.5,71%,0.6,0.39,0.08,0.1,917,1048,594,40,49,omen,berlin
(70) 15%,1476,1.08,256.8,1.15,164.0,72%,0.84,0.24,0.15,0.14,1246,1087,348,218,204,raze,berlin
(59) 13%,1211,0.97,195.9,0.95,127.3,70%,0.68,0.33,0.09,0.12,821,864,401,86,116,fade,berlin
(51) 11%,1055,0.89,195.0,1.01,120.7,67%,0.68,0.38,0.11,0.09,714,710,399,44,35,astra,berlin
(49) 11%,1056,1.06,200.1,1.0,136.3,74%,0.66,0.38,0.07,0.08,696,698,400,59,72,sova,berlin
(40) 9%,873,1.03,209.6,1.03,134.0,71%,0.72,0.29,0.11,0.13,631,613,249,93,106,viper,berlin
(30) 6%,617,1.02,201.9,0.95,131.8,71%,0.7,0.39,0.08,0.09,429,452,238,33,38,breach,berlin
(29) 6%,602,0.98,198.6,0.9,127.5,70%,0.65,0.53,0.09,0.12,389,430,317,38,54,kayo,berlin
(24) 5%,503,0.9,180.1,0.84,122.9,64%,0.61,0.32,0.12,0.12,309,366,159,29,30,harbor,berlin
(9) 2%,198,1.03,187.9,0.9,128.9,71%,0.62,0.22,0.09,0.1,123,137,44,17,20,killjoy,berlin
(7) 2%,155,,233.7,1.03,135.1,,0.77,0.23,0.15,0.08,120,117,35,23,12,phoenix,berlin
(7) 2%,134,1.03,210.0,1.01,140.1,76%,0.72,0.48,0.14,0.05,97,96,64,19,7,sage,berlin
(4) 1%,86,0.76,155.3,0.77,104.5,65%,0.56,0.34,0.08,0.14,48,62,29,5,9,skye,berlin
(4) 1%,83,1.03,202.8,1.11,131.1,71%,0.72,0.36,0.06,0.1,60,54,30,5,8,gekko,berlin
(3) 1%,63,0.88,139.3,0.74,83.9,65%,0.46,0.49,0.03,0.15,29,39,31,1,6,brimstone,berlin
(2) 0%,46,,191.5,1.0,,,0.7,0.13,,,32,32,6,0,0,tejo,berlin
(1) 0%,16,,209.0,0.77,188.1,,0.63,0.06,0.13,0.13,10,13,1,2,2,reyna,berlin
(302) 62%,6369,1.18,246.1,1.2,160.7,72%,0.86,0.17,0.2,0.16,5490,4564,1095,1048,837,jett,life
(74) 15%,1534,1.09,244.7,1.17,157.5,74%,0.83,0.19,0.19,0.15,1275,1094,289,178,144,raze,life
(36) 7%,775,0.7,218.3,1.0,109.7,61%,0.75,0.21,0.14,0.2,585,583,166,42,59,yoru,life
(19) 4%,366,1.12,203.5,1.03,145.4,63%,0.77,0.21,0.2,0.2,283,275,77,11,11,neon,life
(18) 4%,373,1.12,230.7,1.2,144.5,70%,0.86,0.11,0.18,0.12,319,266,42,45,29,chamber,life
(8) 2%,175,0.83,158.4,0.8,106.0,64%,0.57,0.33,0.09,0.1,100,125,57,15,18,skye,life
(8) 2%,172,1.25,219.1,1.02,165.3,69%,0.75,0.13,0.24,0.19,129,127,23,14,11,waylay,life
(7) 1%,146,1.55,253.4,1.09,156.4,86%,0.87,0.21,0.16,0.18,127,117,31,16,19,reyna,life
(5) 1%,119,,213.2,0.81,,,0.73,0.34,0.16,0.25,87,108,40,9,14,clove,life
(3) 1%,53,,273.0,1.55,,,0.96,0.32,,,51,33,17,0,0,phoenix,life
(2) 0%,52,0.76,111.5,0.56,86.3,60%,0.38,0.25,0.06,0.15,20,36,13,3,8,breach,life
(1) 0%,22,,165.0,0.87,,,0.59,0.23,,,13,15,5,0,0,iso,life
(1) 0%,18,0.42,156.0,0.44,111.9,67%,0.44,0.17,0.06,0.28,8,18,3,1,5,sage,life
(1) 0%,18,0.56,151.0,0.67,85.7,56%,0.56,0.06,0.0,0.28,10,15,1,0,5,viper,life
(83) 22%,1726,1.09,215.5,1.14,137.7,73%,0.77,0.33,0.07,0.07,1331,1171,569,89,91,skye,aaaay
(71) 19%,1509,1.02,198.3,1.13,129.5,73%,0.74,0.24,0.06,0.06,1111,980,361,38,33,gekko,aaaay
(50) 13%,1035,1.15,212.5,1.14,148.6,73%,0.77,0.26,0.08,0.07,800,701,268,39,32,fade,aaaay
(49) 13%,1010,0.93,198.4,1.06,118.7,72%,0.73,0.21,0.05,0.06,740,700,210,22,25,sova,aaaay
(46) 12%,954,1.15,220.1,1.23,147.6,73%,0.82,0.14,0.11,0.09,782,638,135,104,85,chamber,aaaay
(24) 6%,516,0.98,219.8,1.04,140.1,68%,0.78,0.13,0.13,0.16,401,387,67,66,80,jett,aaaay
(13) 3%,302,1.01,203.8,0.99,134.2,75%,0.71,0.45,0.11,0.07,214,216,136,27,18,kayo,aaaay
(9) 2%,194,1.01,219.1,0.99,148.1,65%,0.76,0.24,0.1,0.08,148,149,47,19,16,sage,aaaay
(9) 2%,178,0.92,190.8,1.0,122.6,64%,0.71,0.31,0.05,0.06,127,127,55,5,6,omen,aaaay
(8) 2%,175,,205.1,1.02,,,0.73,0.39,0.03,0.03,128,126,69,5,5,breach,aaaay
(4) 1%,87,1.13,259.8,1.13,164.4,70%,0.9,0.24,0.18,0.09,78,69,21,16,8,reyna,aaaay
(4) 1%,82,,201.3,1.24,,,0.76,0.2,,,62,50,16,0,0,deadlock,aaaay
(3) 1%,69,,196.0,1.04,,,0.72,0.28,,,50,48,19,0,0,cypher,aaaay
(3) 1%,62,,130.7,0.71,,,0.47,0.27,,,29,41,17,0,0,astra,aaaay
(2) 1%,43,,219.5,1.26,,,0.79,0.21,,,34,27,9,0,0,veto,aaaay
(1) 0%,20,,127.0,0.5,,,0.4,0.3,,,8,16,6,0,0,tejo,aaaay
(1) 0%,19,,240.0,1.06,,74%,0.89,0.42,,,17,16,8,0,0,brimstone,aaaay
(120) 29%,2556,1.14,213.1,1.16,138.5,76%,0.75,0.37,0.08,0.06,1926,1655,949,202,162,omen,sscary
(111) 26%,2298,1.17,218.1,1.24,139.3,77%,0.76,0.38,0.07,0.07,1755,1410,881,168,159,astra,sscary
(109) 26%,2278,1.16,215.4,1.23,140.6,76%,0.75,0.32,0.07,0.06,1699,1381,740,160,132,viper,sscary
(62) 15%,1318,1.13,212.5,1.15,137.8,79%,0.72,0.43,0.07,0.05,948,823,561,86,69,brimstone,sscary
(6) 1%,116,1.49,291.0,1.66,190.0,79%,1.06,0.16,0.09,0.05,123,74,19,11,6,reyna,sscary
(4) 1%,95,1.11,216.3,1.13,143.3,67%,0.74,0.41,0.04,0.06,70,62,39,4,6,sage,sscary
(4) 1%,92,1.16,248.0,1.32,153.3,75%,0.9,0.14,0.17,0.13,83,63,13,16,12,jett,sscary
(2) 0%,32,1.1,170.0,1.47,105.0,84%,0.69,0.09,0.03,0.03,22,15,3,1,1,cypher,sscary
(1) 0%,22,1.21,249.0,1.27,147.8,77%,0.86,0.32,0.05,0.05,19,15,7,1,1,breach,sscary
(1) 0%,19,0.88,172.0,0.79,107.4,63%,0.58,0.26,0.0,0.05,11,14,5,0,1,harbor,sscary
(1) 0%,18,0.3,110.0,0.22,88.6,50%,0.22,0.22,0.06,0.11,4,18,4,1,2,sova,sscary
(9) 14%,190,0.91,215.1,0.97,145.7,74%,0.73,0.19,0.17,0.19,138,142,37,32,36,raze,setrod
(9) 14%,175,0.98,225.9,0.99,142.2,70%,0.77,0.18,0.17,0.21,134,136,32,30,37,neon,setrod
(8) 12%,168,1.09,198.1,1.14,116.1,75%,0.71,0.24,0.2,0.15,119,104,41,4,3,viper,setrod
(8) 12%,156,0.88,203.6,0.98,137.9,65%,0.72,0.19,0.09,0.1,113,115,29,14,15,killjoy,setrod
(7) 11%,127,1.15,231.7,1.27,157.3,80%,0.85,0.26,0.09,0.09,108,85,33,12,12,vyse,setrod
(6) 9%,103,0.96,219.0,1.18,132.2,69%,0.77,0.1,0.17,0.19,79,67,10,18,20,jett,setrod
(5) 8%,85,1.28,240.4,1.37,140.6,85%,0.82,0.73,0.06,0.04,70,51,62,5,3,kayo,setrod
(4) 6%,79,0.86,193.3,0.98,126.8,57%,0.72,0.14,0.14,0.1,57,58,11,11,8,cypher,setrod
(4) 6%,75,1.01,173.5,0.96,114.7,80%,0.61,0.6,0.08,0.05,46,48,45,6,4,breach,setrod
(3) 5%,63,0.8,183.7,0.9,118.5,65%,0.68,0.19,0.08,0.17,43,48,12,5,11,waylay,setrod
(2) 3%,46,,199.0,1.07,,,0.7,0.26,,,32,30,12,0,0,sova,setrod
(1) 2%,15,0.77,128.0,1.0,89.0,87%,0.47,0.27,0.07,0.07,7,7,4,1,1,deadlock,setrod
(163) 39%,3437,0.98,186.8,0.96,119.8,72%,0.66,0.39,0.08,0.09,2271,2374,1336,159,169,omen,luok1ng
(150) 36%,3116,1.08,195.2,1.1,126.7,74%,0.71,0.35,0.08,0.07,2206,2008,1102,218,179,astra,luok1ng
(55) 13%,1144,1.0,186.3,0.96,125.3,75%,0.65,0.39,0.07,0.07,746,781,442,52,58,brimstone,luok1ng
(34) 8%,734,0.98,199.8,0.97,127.7,70%,0.68,0.27,0.07,0.09,502,515,195,41,55,viper,luok1ng
(7) 2%,155,0.76,168.9,0.88,92.7,78%,0.59,0.39,0.02,0.03,91,104,61,3,3,harbor,luok1ng
(3) 1%,52,0.95,188.7,0.85,111.4,76%,0.63,0.31,0.12,0.06,33,39,16,4,2,sage,luok1ng
(1) 0%,26,,184.0,1.0,,,0.65,0.23,,,17,17,6,0,0,deadlock,luok1ng
(61) 26%,1290,1.13,234.5,1.2,154.4,73%,0.86,0.13,0.22,0.14,1112,926,165,88,50,jett,kai
(43) 19%,921,0.95,199.3,1.09,129.0,70%,0.73,0.14,0.1,0.07,673,618,130,61,43,killjoy,kai
(41) 18%,842,1.18,246.3,1.24,157.4,69%,0.88,0.18,0.23,0.13,743,600,148,73,41,yoru,kai
(37) 16%,774,1.06,196.8,1.01,138.3,71%,0.71,0.24,0.11,0.11,547,539,182,53,52,cypher,kai
(24) 10%,506,1.14,226.1,1.05,160.8,71%,0.79,0.19,0.22,0.16,402,384,98,20,14,neon,kai
(11) 5%,231,0.92,210.9,1.04,129.5,65%,0.75,0.26,0.11,0.08,173,166,61,9,7,vyse,kai
(5) 2%,90,0.65,207.2,1.15,114.9,53%,0.76,0.22,0.0,0.12,68,59,20,0,2,viper,kai
(3) 1%,63,,151.3,0.63,,,0.52,0.37,,,33,52,23,0,0,gekko,kai
(3) 1%,56,0.57,189.3,0.87,118.3,58%,0.71,0.16,0.11,0.11,40,46,9,2,2,raze,kai
(2) 1%,44,,298.0,1.15,,,1.02,0.3,,,45,39,13,0,0,clove,kai
(1) 0%,30,,236.0,1.1,,,0.77,0.33,,,23,21,10,0,0,brimstone,kai
(1) 0%,20,1.28,218.0,1.23,141.0,60%,0.8,0.05,0.1,0.05,16,13,1,2,1,chamber,kai
(90) 43%,1879,1.1,205.3,1.07,143.4,72%,0.72,0.16,0.08,0.07,1353,1266,297,79,72,killjoy,mart1n
(47) 23%,1007,1.24,187.7,0.98,148.0,69%,0.67,0.25,0.11,0.11,671,688,249,13,13,viper,mart1n
(28) 14%,579,,187.5,1.07,,,0.67,0.38,0.05,0.04,390,364,219,15,10,omen,mart1n
(11) 5%,230,,178.7,0.97,,,0.61,0.43,0.05,0.03,141,145,98,4,2,brimstone,mart1n
(11) 5%,229,0.91,164.6,0.91,106.2,70%,0.6,0.24,0.06,0.07,137,151,55,14,15,deadlock,mart1n
(11) 5%,223,0.58,176.5,0.85,97.3,53%,0.61,0.17,0.04,0.06,135,159,38,2,3,cypher,mart1n
(4) 2%,90,,148.3,0.78,,,0.51,0.3,0.07,0.05,46,59,27,3,2,harbor,mart1n
(3) 1%,61,,133.3,0.76,,,0.46,0.48,,,28,37,29,0,0,astra,mart1n
(1) 0%,20,1.21,223.0,1.21,129.0,70%,0.85,0.25,0.05,0.05,17,14,5,1,1,vyse,mart1n
(1) 0%,18,,241.0,1.25,,,0.83,0.28,,,15,12,5,0,0,sova,mart1n
(212) 53%,4494,1.07,242.8,1.12,156.5,72%,0.81,0.21,0.14,0.13,3658,3261,931,443,417,raze,fengf
(54) 13%,1161,1.03,196.0,1.05,127.3,70%,0.71,0.23,0.08,0.06,819,781,264,50,40,cypher,fengf
(50) 12%,1050,1.08,204.5,1.15,145.4,73%,0.75,0.17,0.09,0.08,783,683,178,78,67,killjoy,fengf
(25) 6%,560,0.82,151.0,0.76,97.3,69%,0.54,0.34,0.04,0.09,301,396,192,25,52,breach,fengf
(18) 4%,379,,208.8,1.07,,,0.72,0.25,0.07,,274,256,95,4,0,sova,fengf
(8) 2%,172,0.98,213.1,1.04,144.0,80%,0.78,0.22,0.1,0.25,134,129,38,2,5,yoru,fengf
(8) 2%,164,1.03,184.5,0.98,122.1,69%,0.67,0.21,0.07,0.14,110,112,34,6,11,viper,fengf
(7) 2%,153,0.89,171.9,0.84,114.7,76%,0.58,0.25,0.08,0.05,89,106,39,7,4,tejo,fengf
(5) 1%,116,0.79,133.0,0.73,101.7,67%,0.53,0.38,0.08,0.07,62,85,44,9,8,kayo,fengf
(3) 1%,72,0.82,186.7,0.85,120.4,68%,0.65,0.25,0.1,0.03,47,55,18,7,2,skye,fengf
(3) 1%,61,0.73,209.7,0.84,148.9,67%,0.67,0.38,0.14,0.08,41,49,23,5,3,phoenix,fengf
(3) 1%,61,0.74,164.3,0.75,105.6,72%,0.54,0.34,0.07,0.15,33,44,21,4,9,sage,fengf
(2) 0%,39,0.94,175.0,0.79,116.0,67%,0.56,0.23,0.13,0.21,22,28,9,3,5,vyse,fengf
(1) 0%,28,0.7,198.0,0.75,135.9,64%,0.64,0.18,0.07,0.21,18,24,5,2,6,reyna,fengf
(1) 0%,17,,98.0,0.27,,,0.24,0.06,,,4,15,1,0,0,gekko,fengf
(1) 0%,16,0.46,139.0,0.46,102.5,44%,0.38,0.19,0.0,0.25,6,13,3,0,4,omen,fengf
(102) 34%,2129,0.89,197.3,0.96,122.6,69%,0.67,0.31,0.07,0.1,1423,1490,651,86,116,sova,biank
(55) 18%,1149,0.86,192.8,0.95,111.2,69%,0.67,0.36,0.05,0.09,769,813,416,30,55,fade,biank
(46) 15%,959,0.92,179.0,0.88,116.3,74%,0.62,0.42,0.08,0.11,594,676,406,42,49,skye,biank
(18) 6%,361,1.03,193.7,0.97,124.9,73%,0.68,0.4,0.08,0.09,244,252,144,23,25,breach,biank
(16) 5%,337,0.92,199.6,0.95,116.6,67%,0.7,0.28,0.08,0.11,235,247,96,23,33,cypher,biank
(12) 4%,245,1.33,215.3,1.21,150.4,81%,0.77,0.31,0.06,0.02,188,156,75,11,4,omen,biank
(10) 3%,219,1.03,231.2,1.02,153.3,74%,0.76,0.22,0.13,0.12,167,164,49,28,26,raze,biank
